features
AWAY_STL_opp_L20
AWAY_BLK_opp_L20
AWAY_PF_opp_L20
AWAY_DEF_RATING_opp_L20
AWAY_PACE_opp_L20
AWAY_DIST_opp_L20
AWAY_DRBC_opp_L20
AWAY_SAST_opp_L20
AWAY_CFGA_opp_L20
AWAY_AST_3PM_opp_L20
AWAY_AVG_ATS_DIFF_L20
AWAY_WIN_PCT_L20
AWAY_COVER_PCT_L20
AWAY_OREB_PCT_L20
AWAY_EFG_PCT_L20
AWAY_AST_RATIO_opp_L20
AWAY_TOV_PCT_L20
AWAY_TOV_PCT_opp_L20
AWAY_PIE_L20
AWAY_REST
